Date,Time,Dir deg,WSMDir deg,WSK,WSMK kph,AvgTemp C,AvgRh %,AvgBP mbar,Rain mm,AvgSR W/m^2,Batt V,Spanel V
2005 Ene 03,5:30,47,47,4.8,5.6,13.2,88,1013.9,0,-2, , 
2005 Ene 03,5:40,47,47,3.1,5.1,13.3,88,1013.9,0,-2, , 
2005 Ene 03,5:50,47,47,2.4,5.1,13.2,87,1013.9,0,-2, , 
2005 Ene 03,6:00,47,47,3.9,6.2,13.1,90,1014.1,0,-2,12.8,0
2005 Ene 03,6:10,47,47,5.5,6.8,12.9,91,1014.1,0,-2, , 
2005 Ene 03,6:20,47,47,4.9,6.8,12.9,91,1014.1,0,-2, , 
2005 Ene 03,6:30,47,47,4.3,6.2,12.9,91,1014,0,-2, , 
2005 Ene 03,6:40,47,47,3,3.9,12.7,91,1013.9,0,-4, , 
2005 Ene 03,6:50,47,47,3.3,3.9,12.4,93,1013.8,0,-5, , 
2005 Ene 03,7:00,47,47,3.6,4.5,12.1,95,1013.7,0,-3, , 
2005 Ene 03,7:10,47,47,3.8,5.6,12,95,1013.5,0,-2, , 
2005 Ene 03,7:20,47,47,4.4,6.2,12,94,1013.5,0,-2, , 
2005 Ene 03,7:30,47,47,3.4,5.1,12.1,94,1013.3,0,-2, , 
2005 Ene 03,7:40,47,47,3.4,5.1,12.1,94,1013.2,0,-3, , 
2005 Ene 03,7:50,74,60,5.6,7.9,12,95,1012.9,0,-3, , 
2005 Ene 03,8:00,91,94,4.3,5.6,12,95,1012.9,0,-2, , 
2005 Ene 03,8:10,94,104,5.5,7.9,12.1,94,1012.8,0,-2, , 
2005 Ene 03,8:20,105,100,5.6,7.4,12.2,93,1012.6,0,-3, , 
2005 Ene 03,8:30,107,90,4.7,6.8,12.1,93,1012.5,0,-4, , 
2005 Ene 03,8:40,98,88,4.4,5.6,12,93,1012.3,0,-4, , 
2005 Ene 03,8:50,96,103,4,5.6,11.7,94,1012,0,-4, , 
2005 Ene 03,9:00,105,108,5.1,6.2,11.5,96,1011.9,0,-3,12.7,0
2005 Ene 03,9:10,154,163,5.5,7.9,11.8,95,1012,0,-2, , 
2005 Ene 03,9:20,156,155,6.7,9.7,12.3,92,1011.9,0,-2, , 
2005 Ene 03,9:30,159,154,6.9,10.8,12.7,89,1011.8,0,-1, , 
2005 Ene 03,9:40,153,143,6.6,10.8,13.1,86,1011.7,0,-1, , 
2005 Ene 03,9:50,157,160,3.6,5.6,13.2,85,1011.7,0,-2, , 
2005 Ene 03,10:00,147,147,4,6.8,13.2,85,1011.7,0,-2, , 
2005 Ene 03,10:10,158,166,4.3,6.2,13.1,86,1011.7,0,-2, , 
2005 Ene 03,10:20,170,254,5.5,8.5,12.7,89,1011.8,0,-4, , 
2005 Ene 03,10:30,266,271,5.1,7.4,12.3,94,1011.9,0,-4, , 
2005 Ene 03,10:40,189,116,5.2,9.7,11.8,97,1011.7,0.51,-2, , 
2005 Ene 03,10:50,122,104,7.6,10.8,11.9,98,1011.4,0.25,-2, , 
2005 Ene 03,11:00,125,127,7.2,10.2,12.2,98,1011.5,0.25,-2, , 
2005 Ene 03,11:10,113,116,8.7,12.5,12.4,97,1011.2,0,-2, , 
2005 Ene 03,11:20,115,112,11.9,17.7,12.8,96,1011.2,0,-2, , 
2005 Ene 03,11:30,122,109,13.3,17.7,13.1,94,1011.2,0.25,-3, , 
2005 Ene 03,11:40,119,110,14.1,17.7,13.1,95,1011.1,0.25,-3, , 
2005 Ene 03,11:50,121,116,10.6,17.2,13,95,1011.1,1.27,-2, , 
2005 Ene 03,12:00,113,121,6,8.5,12.8,97,1011.2,1.52,-2,12.7,0
2005 Ene 03,12:10,98,99,6.9,9.7,12.6,99,1011,0.51,-1, , 
2005 Ene 03,12:20,105,106,9.6,12,12.4,100,1010.9,0.76,-1, , 
2005 Ene 03,12:30,110,113,10.8,16.6,12.3,100,1010.9,0.76,-1, , 
2005 Ene 03,12:40,107,100,11.3,14.9,12.4,100,1010.8,1.02,-1, , 
2005 Ene 03,12:50,105,103,10.8,13.7,12.5,100,1010.7,0.76,-1, , 
2005 Ene 03,13:00,106,113,12.2,18.3,12.4,100,1010.4,0.76,-1, , 
2005 Ene 03,13:10,106,96,13.6,17.7,12.4,100,1010.4,0.51,-1, , 
2005 Ene 03,13:20,112,112,13.6,17.7,12.5,100,1010.1,0.76,-1, , 
2005 Ene 03,13:30,112,116,17.2,23.5,12.6,100,1010,1.02,-1, , 
2005 Ene 03,13:40,104,98,20.2,27.5,12.8,100,1009.6,0.25,-1, , 
2005 Ene 03,13:50,112,116,18.9,26.9,12.9,99,1009.7,0,-1, , 
2005 Ene 03,14:00,114,113,17.7,25.8,13,99,1009.6,0,0, , 
2005 Ene 03,14:10,113,100,16.5,25.8,13.2,97,1009.4,0,0, , 
2005 Ene 03,14:20,114,101,18,26.9,13.4,95,1009.4,0,0, , 
2005 Ene 03,14:30,116,108,15.3,20.6,13.6,94,1009.5,0,0, , 
2005 Ene 03,14:40,118,122,15.5,21.8,13.6,94,1009.6,0,-1, , 
2005 Ene 03,14:50,116,112,14.9,22.3,13.5,95,1009.7,0.51,-2, , 
2005 Ene 03,15:00,104,111,12.2,16.6,13.1,98,1009.7,0.76,0,12.7,2.7
2005 Ene 03,15:10,88,86,9.7,14.3,12.8,100,1009.6,0.25,1, , 
2005 Ene 03,15:20,69,91,5.7,9.7,12.7,100,1009.6,0.25,3, , 
2005 Ene 03,15:30,28,77,4.2,7.4,12.7,100,1009.5,0,4, , 
2005 Ene 03,15:40,32,128,4.6,10.2,12.7,100,1009.5,0,12, , 
2005 Ene 03,15:50,157,132,7.3,11.4,13.1,100,1009.5,0,24, , 
2005 Ene 03,16:00,131,138,10.2,18.9,13.7,99,1009.6,0,31, , 
2005 Ene 03,16:10,131,126,14,18.9,14.2,96,1009.6,0,84, , 
2005 Ene 03,16:20,131,126,13.2,19.5,14.7,94,1009.5,0,105, , 
2005 Ene 03,16:30,131,143,14.1,20,15,93,1009.5,0,147, , 
2005 Ene 03,16:40,140,138,13.2,17.7,15.6,90,1009.6,0,132, , 
2005 Ene 03,16:50,134,132,14.1,20,15.8,89,1009.6,0,170, , 
2005 Ene 03,17:00,135,128,13.9,19.5,16,89,1009.6,0,172, , 
2005 Ene 03,17:10,137,139,15.2,22.9,16.2,89,1009.6,0,199, , 
2005 Ene 03,17:20,146,131,15,25.2,16.5,88,1009.6,0,269, , 
2005 Ene 03,17:30,147,160,15.6,24.1,16.9,87,1009.5,0,318, , 
2005 Ene 03,17:40,148,148,18.6,26.4,17,86,1009.5,0,172, , 
2005 Ene 03,17:50,151,156,17.1,26.9,16.8,85,1009.6,0,110, , 
2005 Ene 03,18:00,153,158,18.9,28.1,16.7,85,1009.6,0,105,13.2,13.5
2005 Ene 03,18:10,156,173,16.6,24.6,16.6,87,1009.5,0,139, , 
2005 Ene 03,18:20,159,162,15.9,26.4,16.6,87,1009.5,0,169, , 
2005 Ene 03,18:30,165,159,17.4,32.7,16.5,87,1009.3,0,151, , 
2005 Ene 03,18:40,161,165,19.4,33.3,16.4,88,1009.2,0,140, , 
2005 Ene 03,18:50,174,181,18.6,25.8,15.6,94,1009.2,0,95, , 
2005 Ene 03,19:00,162,161,14.3,22.3,15,98,1009,0,128, , 
2005 Ene 03,19:10,159,163,16.6,25.2,14.8,100,1008.8,0.51,105, , 
2005 Ene 03,19:20,165,172,14.9,22.9,14.6,100,1008.7,1.02,167, , 
2005 Ene 03,19:30,161,174,15.1,23.5,14.5,100,1008.3,1.78,113, , 
2005 Ene 03,19:40,178,172,10.9,17.2,14.5,100,1008.1,0.25,63, , 
2005 Ene 03,19:50,215,226,10,20.6,14.5,100,1008.1,4.57,35, , 
2005 Ene 03,20:00,207,200,9.7,17.2,14.2,100,1008,1.78,67, , 
2005 Ene 03,20:10,212,227,6.9,11.4,14.1,100,1007.7,0,249, , 
2005 Ene 03,20:20,200,193,7.4,11.4,14.5,100,1007.5,0,213, , 
2005 Ene 03,20:30,181,186,7.1,10.8,14.8,100,1007.4,0,170, , 
2005 Ene 03,20:40,263,280,11.7,20.6,15.2,100,1007.2,0,152, , 
2005 Ene 03,20:50,276,267,17.2,24.1,15.5,100,1007.1,0.25,213, , 
2005 Ene 03,21:00,275,267,18.5,25.2,15.9,97,1007,0,398,13.5,13.8
2005 Ene 03,21:10,270,266,16.7,24.6,16.3,94,1007,0,389, , 
2005 Ene 03,21:20,272,264,16.8,23.5,16.6,90,1007.1,0,367, , 
2005 Ene 03,21:30,280,297,18.1,28.1,16.8,87,1007,0,570, , 
2005 Ene 03,21:40,282,290,19.3,26.4,17.1,84,1007,0,519, , 
2005 Ene 03,21:50,282,281,17.9,25.8,17.1,84,1007.1,0,366, , 
2005 Ene 03,22:00,286,291,17.8,23.5,16.7,83,1007.2,0,212, , 
2005 Ene 03,22:10,287,291,15.8,23.5,16.3,85,1007.2,0,145, , 
2005 Ene 03,22:20,288,282,16.1,22.9,16.2,86,1007.2,0,229, , 
2005 Ene 03,22:30,285,289,13.9,18.9,16.3,86,1007.3,0,208, , 
2005 Ene 03,22:40,279,277,12.5,18.3,16.3,85,1007.3,0,225, , 
2005 Ene 03,22:50,272,273,12,18.3,16.5,84,1007.2,0,313, , 
2005 Ene 03,23:00,271,286,9.5,13.7,16.8,82,1007,0,217, , 
2005 Ene 03,23:10,285,273,9.9,14.3,16.6,83,1007,0,110, , 
2005 Ene 03,23:20,276,285,8.8,13.7,16.2,85,1006.9,0,107, , 
2005 Ene 03,23:30,286,287,9.6,12.5,16,85,1006.9,0,125, , 
2005 Ene 03,23:40,285,277,9.9,14.3,16.1,84,1007,0,247, , 
2005 Ene 03,23:50,278,278,8.9,12.5,16.6,79,1006.9,0,126, , 
2005 Ene 04,0:00,275,281,7.9,10.8,16.3,80,1006.9,0,92,13.5,13.7
2005 Ene 04,0:10,264,249,9.2,12.5,15.9,81,1007,0,58, , 
2005 Ene 04,0:20,269,271,7.1,10.8,15.7,84,1007.1,0,67, , 
2005 Ene 04,0:30,268,268,3.8,6.2,15.5,86,1007.2,0,22, , 
2005 Ene 04,0:40,268,268,2.5,3.9,15.2,87,1007.2,0,13, , 
2005 Ene 04,0:50,268,267,1.8,2.8,14.9,88,1007.1,0,4, , 
2005 Ene 04,1:00,268,268,2.9,4.5,14.7,89,1007.1,0,0, , 
2005 Ene 04,1:10,268,268,2.9,3.9,14.6,89,1007.1,0,-2, , 
2005 Ene 04,1:20,267,267,4.1,5.1,14.6,90,1007.2,0,-3, , 
2005 Ene 04,1:30,267,267,4.7,6.8,14.5,91,1007.4,0,-2, , 
2005 Ene 04,1:40,267,267,5.6,7.9,14.6,92,1007.4,0,-2, , 
2005 Ene 04,1:50,130,125,7.5,9.7,14.5,93,1007.3,0,-4, , 
2005 Ene 04,2:00,149,145,6.7,9.7,14.3,94,1007.3,0,-4, , 
2005 Ene 04,2:10,162,162,5.5,7.4,14,94,1007.2,0,-5, , 
2005 Ene 04,2:20,163,162,6.1,9.7,13.8,94,1007.3,0,-4, , 
2005 Ene 04,2:30,165,163,7.5,10.2,13.7,94,1007.3,0,-3, , 
2005 Ene 04,2:40,151,157,7.7,10.2,13.7,95,1007.2,0,-3, , 
2005 Ene 04,2:50,139,142,8.2,12,13.8,95,1007.1,0,-3, , 
2005 Ene 04,3:00,140,147,7.8,9.7,13.7,95,1007,0,-4,12.9,0
2005 Ene 04,3:10,131,137,8.3,11.4,13.5,96,1006.9,0,-3, , 
2005 Ene 04,3:20,155,164,8,12,13.5,97,1007.1,0,-2, , 
2005 Ene 04,3:30,148,141,8.5,10.8,13.6,97,1007.1,0,-2, , 
2005 Ene 04,3:40,129,124,9.4,12,13.6,97,1006.9,0.25,-2, , 
2005 Ene 04,3:50,187,154,7.8,11.4,13.4,99,1007.4,5.08,-2, , 
2005 Ene 04,4:00,171,171,11.9,21.8,12.7,98,1007.4,0.51,-1, , 
2005 Ene 04,4:10,216,245,14,27.5,12.6,100,1007.9,0.76,-1, , 
2005 Ene 04,4:20,286,279,23,35,12.2,100,1008.3,0.51,-1, , 
2005 Ene 04,4:30,285,289,13.2,20.6,11.7,100,1008.5,0.51,-1, , 
2005 Ene 04,4:40,272,276,6.6,9.7,11.5,100,1008.6,0.25,-1, , 
2005 Ene 04,4:50,267,267,3,5.6,11.5,100,1008.6,0,-2, , 
2005 Ene 04,5:00,267,267,1.6,2.2,11.5,100,1008.6,0.25,-2, , 
2005 Ene 04,5:10,267,267,4.2,7.4,11.5,100,1008.4,0,-2, , 
2005 Ene 04,5:20,292,79,7,10.8,11.5,100,1008.4,0,-2, , 
2005 Ene 04,5:30,71,91,7.6,11.4,11.5,100,1008.2,0.25,-1, , 
2005 Ene 04,5:40,98,102,7.3,10.2,11.5,100,1008.7,0.25,-2, , 
2005 Ene 04,5:50,63,88,5.6,9.1,11.4,100,1008.8,0.51,-2, , 
2005 Ene 04,6:00,56,78,5.5,8.5,11.4,100,1008.8,0.25,-2,12.8,0
2005 Ene 04,6:10,56,64,5.6,9.1,11.4,100,1008.9,0,-1, , 
2005 Ene 04,6:20,48,91,5,7.4,11.4,100,1009,0,-2, , 
2005 Ene 04,6:30,81,73,7.1,9.1,11.4,100,1008.9,0,-2, , 
2005 Ene 04,6:40,82,76,7.9,10.8,11.3,100,1008.6,0.25,-2, , 
2005 Ene 04,6:50,93,91,7.1,10.8,11.3,100,1008.6,0,-2, , 
2005 Ene 04,7:00,118,123,7.6,10.8,11.3,100,1008.8,0,-1, , 
2005 Ene 04,7:10,91,102,8,10.8,11.5,100,1008.6,0.25,-1, , 
2005 Ene 04,7:20,79,114,8.3,13.7,11.5,100,1008.2,0.51,-2, , 
2005 Ene 04,7:30,102,89,11.1,15.4,11.5,100,1008.1,0,-2, , 
2005 Ene 04,7:40,107,105,10.9,14.3,11.5,100,1008.1,0,-1, , 
2005 Ene 04,7:50,104,94,9.6,14.3,11.5,99,1007.9,0,-1, , 
2005 Ene 04,8:00,120,128,10.1,14.3,11.5,98,1007.8,0,0, , 
2005 Ene 04,8:10,97,99,8.8,12,11.6,97,1007.7,0,0, , 
2005 Ene 04,8:20,95,94,7.1,10.2,11.5,98,1007.6,0,-1, , 
2005 Ene 04,8:30,108,92,6.4,9.1,11.4,98,1007.5,0,-1, , 
2005 Ene 04,8:40,97,96,9.4,13.7,11.4,99,1007.3,0.25,-2, , 
2005 Ene 04,8:50,99,112,11.6,16,11.3,100,1006.9,0,-2, , 
2005 Ene 04,9:00,110,127,11,15.4,11.5,99,1006.8,0,-1,12.7,0
2005 Ene 04,9:10,125,110,12.6,23.5,11.5,98,1007,0.51,-1, , 
2005 Ene 04,9:20,143,145,15.8,21.8,11.6,99,1006.9,0,-1, , 
2005 Ene 04,9:30,152,149,11.5,16.6,11.8,96,1006.8,0,0, , 
2005 Ene 04,9:40,149,137,10.4,14.3,11.8,96,1006.9,0,-1, , 
2005 Ene 04,9:50,154,143,9.8,12.5,11.7,97,1007.1,0,-1, , 
2005 Ene 04,10:00,165,165,8.1,10.2,11.6,98,1007.2,0.25,-2, , 
2005 Ene 04,10:10,174,176,8.3,13.7,11.4,100,1007.4,0,-2, , 
2005 Ene 04,10:20,188,199,11.9,25.8,11.4,100,1007.5,0.25,-2, , 
2005 Ene 04,10:30,216,214,15.3,26.9,11.5,95,1007.4,0,-3, , 
2005 Ene 04,10:40,185,198,11.3,18.3,11.3,94,1007.2,0.25,-2, , 
2005 Ene 04,10:50,171,152,12.2,17.7,11.1,96,1007.1,0,-2, , 
2005 Ene 04,11:00,145,172,8.7,13.1,10.9,95,1007.1,0,-2, , 
2005 Ene 04,11:10,127,124,9.5,12,10.8,97,1007.1,0,-1, , 
2005 Ene 04,11:20,127,124,13,18.3,10.6,97,1007.1,0,-1, , 
2005 Ene 04,11:30,131,124,13.1,17.7,10.5,96,1007,0,-1, , 
2005 Ene 04,11:40,123,115,13.6,18.3,10.4,97,1006.9,0,-1, , 
2005 Ene 04,11:50,119,116,11.8,15.4,10.3,98,1006.9,0,-2, , 
2005 Ene 04,12:00,114,117,8.4,12,10.3,98,1006.8,0.25,-3,12.7,0
2005 Ene 04,12:10,110,105,11,16,10.2,99,1006.5,0,-2, , 
2005 Ene 04,12:20,37,109,8.4,13.7,10.2,99,1007,1.78,-2, , 
2005 Ene 04,12:30,263,215,7.7,14.9,10.1,100,1007.5,1.27,-2, , 
2005 Ene 04,12:40,147,138,11.5,20.6,9.9,100,1007.3,0.25,-1, , 
2005 Ene 04,12:50,146,127,7.4,10.2,9.7,99,1007.1,0,-1, , 
2005 Ene 04,13:00,119,130,7.3,9.7,9.8,99,1007.2,0,-1, , 
2005 Ene 04,13:10,107,105,6,9.7,9.8,99,1007.4,0,-1, , 
2005 Ene 04,13:20,136,182,6.3,12.5,9.8,100,1007.5,0,-1, , 
2005 Ene 04,13:30,228,198,13,22.3,10.6,98,1007.7,0,0, , 
2005 Ene 04,13:40,229,230,13.4,26.4,11.6,89,1007.8,0,0, , 
2005 Ene 04,13:50,230,232,18.8,32.1,12.1,83,1007.8,0,0, , 
2005 Ene 04,14:00,225,229,12.4,21.2,12.2,83,1007.8,0,-1, , 
2005 Ene 04,14:10,227,261,16.2,43.6,12.2,84,1007.9,0.76,-1, , 
2005 Ene 04,14:20,253,254,20.9,35,11.2,86,1008.2,0.76,-2, , 
2005 Ene 04,14:30,249,247,15.9,22.9,10.5,89,1008.3,0,-1, , 
2005 Ene 04,14:40,249,237,13.6,18.9,10.7,91,1008.5,0,1, , 
2005 Ene 04,14:50,258,241,11.7,20.6,11,90,1008.7,0,3, , 
2005 Ene 04,15:00,258,262,17.3,27.5,11.3,90,1008.8,0,8,12.7,9.4
2005 Ene 04,15:10,263,262,17.9,29.8,11.6,86,1009,0,16, , 
2005 Ene 04,15:20,260,265,20,32.1,11.8,86,1009.2,0.25,24, , 
2005 Ene 04,15:30,265,267,19.6,34.4,11.4,88,1009.3,0,28, , 
2005 Ene 04,15:40,258,263,17.5,27.5,11.4,89,1009.3,0,41, , 
2005 Ene 04,15:50,256,260,20.1,26.4,11.9,84,1009.5,0,56, , 
2005 Ene 04,16:00,256,265,16.7,28.7,12.1,85,1009.6,0,145, , 
2005 Ene 04,16:10,270,262,19.8,28.7,12.6,85,1009.7,0.25,272, , 
2005 Ene 04,16:20,269,255,19.7,31,12.7,84,1009.9,0,83, , 
2005 Ene 04,16:30,253,251,16.6,27.5,12.3,87,1010.1,0.25,198, , 
2005 Ene 04,16:40,249,255,17.8,31,12.5,91,1010.2,0,283, , 
2005 Ene 04,16:50,257,256,20.4,31,13.1,81,1010.3,0,283, , 
2005 Ene 04,17:00,256,248,21.3,28.1,13.7,77,1010.5,0,444, , 
2005 Ene 04,17:10,269,263,24.8,37.3,14.3,74,1010.6,0,535, , 
2005 Ene 04,17:20,278,271,20.9,33.9,13.3,82,1010.8,0,97, , 
2005 Ene 04,17:30,268,272,19.6,28.7,12.5,79,1010.9,0,65, , 
2005 Ene 04,17:40,269,262,19.4,29.2,12.8,80,1011,0,447, , 
2005 Ene 04,17:50,268,279,21.3,30.4,14,75,1011,0,525, , 
2005 Ene 04,18:00,262,262,21.1,32.1,14.5,73,1011.1,0,396,13.9,14.3
2005 Ene 04,18:10,264,251,18.7,33.3,14.5,75,1011.1,0,501, , 
2005 Ene 04,18:20,264,277,22.5,31.6,14.6,73,1011.1,0,487, , 
2005 Ene 04,18:30,263,263,23.6,35.6,14.9,72,1011.2,0,694, , 
2005 Ene 04,18:40,266,258,24.6,35,15.3,70,1011.3,0,684, , 
2005 Ene 04,18:50,265,264,25.1,35.6,15.2,68,1011.4,0,564, , 
2005 Ene 04,19:00,270,266,25.6,35,15.1,67,1011.4,0,547, , 
2005 Ene 04,19:10,266,252,22,32.7,14.6,69,1011.4,0,454, , 
2005 Ene 04,19:20,278,295,22.4,32.1,15.1,73,1011.3,0,727, , 
2005 Ene 04,19:30,283,270,24.3,33.9,15.2,71,1011.2,0,793, , 
2005 Ene 04,19:40,298,304,22.9,35.6,15,72,1011.2,0,384, , 
2005 Ene 04,19:50,284,279,20.7,31,14.5,73,1011.2,0,288, , 
2005 Ene 04,20:00,291,278,27,45.4,13.2,74,1011.3,0,648, , 
2005 Ene 04,20:10,289,295,20.8,35.6,12.3,81,1011.5,0.51,273, , 
2005 Ene 04,20:20,280,276,16.1,36.7,11.9,86,1011.3,0,537, , 
2005 Ene 04,20:30,260,278,25.5,36.2,12.2,86,1011.3,0.25,81, , 
2005 Ene 04,20:40,259,257,18.8,29.8,11.3,93,1011.3,0,530, , 
2005 Ene 04,20:50,264,259,13.5,21.8,12.6,90,1011.2,0,599, , 
2005 Ene 04,21:00,262,277,13.4,21.8,13.6,86,1011.1,0,357,13.9,14.2
2005 Ene 04,21:10,252,237,13.7,24.1,13.9,83,1011.1,0,283, , 
2005 Ene 04,21:20,250,244,16.9,23.5,13.7,80,1011.1,0,252, , 
2005 Ene 04,21:30,250,247,13.9,22.9,13.6,78,1011.1,0,196, , 
2005 Ene 04,21:40,284,292,27.2,39.6,13.2,81,1011.3,0,169, , 
2005 Ene 04,21:50,287,285,18.8,28.7,12.2,84,1011.4,0.25,222, , 
2005 Ene 04,22:00,281,271,11.8,16,12.2,85,1011.5,0,121, , 
2005 Ene 04,22:10,272,281,9.9,13.7,12.4,84,1011.5,0,100, , 
2005 Ene 04,22:20,257,265,8.1,10.8,12.6,84,1011.7,0,76, , 
2005 Ene 04,22:30,230,223,12.9,26.4,12.6,84,1011.9,0,78, , 
2005 Ene 04,22:40,252,238,17.6,25.8,12,88,1012.2,0.25,71, , 
2005 Ene 04,22:50,263,264,17.1,23.5,11.3,92,1012.3,0.25,254, , 
2005 Ene 04,23:00,256,267,14.3,22.3,11.8,92,1012.2,0.25,364, , 
2005 Ene 04,23:10,261,249,13.2,18.9,12.9,88,1012.2,0,321, , 
2005 Ene 04,23:20,260,258,13.8,20.6,13.4,84,1012.2,0,86, , 
2005 Ene 04,23:30,262,262,14.9,22.3,12.9,86,1012.4,0,74, , 
2005 Ene 04,23:40,248,276,14.3,26.9,11.9,83,1012.6,0.51,96, , 
2005 Ene 04,23:50,269,262,7.8,10.2,11.2,88,1012.5,0,31, , 
2005 Ene 05,0:00,278,290,10.8,34.4,11.2,93,1012.9,0.51,12,13.4,13.6
2005 Ene 05,0:10,269,257,18.3,25.8,10.5,92,1013.2,1.52,59, , 
2005 Ene 05,0:20,257,259,11.7,16,10.2,96,1013.1,0,74, , 
2005 Ene 05,0:30,252,252,9.6,13.1,10.6,97,1013.2,0,48, , 
2005 Ene 05,0:40,239,238,7.5,10.8,10.7,97,1013.3,0,14, , 
2005 Ene 05,0:50,221,232,5.9,8.5,10.7,97,1013.5,0,7, , 
2005 Ene 05,1:00,252,244,2.7,4.5,10.6,98,1013.5,0,1, , 
2005 Ene 05,1:10,253,253,2,3.9,10.4,98,1013.6,0,-3, , 
2005 Ene 05,1:20,253,253,3.1,5.1,10.1,99,1013.8,0,-3, , 
2005 Ene 05,1:30,256,261,3.2,7.4,10.1,100,1014,0,-3, , 
2005 Ene 05,1:40,261,261,3.8,6.8,10.2,100,1014,0,-2, , 
2005 Ene 05,1:50,265,63,4.8,8.5,10.3,100,1014.1,0,-2, , 
2005 Ene 05,2:00,58,68,6,9.7,10.5,100,1014.2,0,-1, , 
2005 Ene 05,2:10,66,55,5,7.4,10.4,100,1014.3,0.25,-3, , 
2005 Ene 05,2:20,57,28,5.6,9.1,10.2,100,1014.4,0,-3, , 
2005 Ene 05,2:30,33,54,7.1,11.4,10.3,100,1014.6,0,-3, , 
2005 Ene 05,2:40,48,42,6.9,10.8,10.2,99,1014.7,0,-3, , 
2005 Ene 05,2:50,72,55,6.1,10.2,10,99,1014.8,0,-4, , 
2005 Ene 05,3:00,68,81,5.2,6.8,9.9,100,1014.9,0,-3,12.9,0
2005 Ene 05,3:10,85,86,6.6,7.9,9.8,100,1015,0,-3, , 
2005 Ene 05,3:20,86,81,6.8,9.7,9.7,100,1015.1,0,-3, , 
2005 Ene 05,3:30,61,73,6.9,10.2,9.7,100,1015.2,0,-3, , 
2005 Ene 05,3:40,47,41,6.4,9.7,9.7,100,1015.4,0,-3, , 
2005 Ene 05,3:50,85,71,5.8,8.5,9.6,100,1015.4,0,-3, , 
2005 Ene 05,4:00,54,77,5,7.9,9.5,100,1015.4,0,-4, , 
2005 Ene 05,4:10,97,88,6,7.4,9.3,100,1015.5,0,-4, , 
2005 Ene 05,4:20,83,85,4.1,6.2,9.1,100,1015.7,0,-3, , 
2005 Ene 05,4:30,96,99,5,7.4,9,100,1015.9,0,-3, , 
2005 Ene 05,4:40,97,100,7.3,9.1,8.9,100,1015.9,0,-4, , 
2005 Ene 05,4:50,93,85,6.5,7.9,8.9,100,1016,0,-4, , 
2005 Ene 05,5:00,106,102,6,6.8,8.8,100,1016.2,0,-4, , 
2005 Ene 05,5:10,85,73,5.6,8.5,8.8,100,1016.4,0,-4, , 
2005 Ene 05,5:20,77,85,6.8,9.1,8.8,100,1016.6,0,-3, , 
2005 Ene 05,5:30,69,53,5.7,7.9,8.8,100,1016.7,0,-3, , 
2005 Ene 05,5:40,84,76,6.8,8.5,8.8,100,1016.8,0,-4, , 
2005 Ene 05,5:50,86,72,6.7,9.7,8.6,99,1016.9,0,-4, , 
2005 Ene 05,6:00,70,70,7.1,9.7,8.6,99,1016.9,0,-3,12.8,0
2005 Ene 05,6:10,76,79,6.7,9.7,8.5,99,1016.7,0,-4, , 
2005 Ene 05,6:20,83,73,7.4,10.8,8.4,98,1016.7,0,-4, , 
2005 Ene 05,6:30,84,91,7.4,10.2,8.3,98,1016.8,0,-3, , 
2005 Ene 05,6:40,84,91,7.6,10.2,8.4,97,1016.8,0,-3, , 
2005 Ene 05,6:50,87,87,7.1,9.7,8.5,97,1016.9,0,-2, , 
2005 Ene 05,7:00,84,78,6.2,9.1,8.6,96,1016.9,0,-2, , 
2005 Ene 05,7:10,90,93,6,8.5,8.6,96,1017,0,-3, , 
2005 Ene 05,7:20,75,59,5.9,8.5,8.5,96,1017.1,0,-3, , 
2005 Ene 05,7:30,77,79,6,8.5,8.5,96,1017.2,0,-3, , 
2005 Ene 05,7:40,74,74,6.2,8.5,8.4,96,1017.1,0,-3, , 
2005 Ene 05,7:50,75,79,7.1,9.7,8.4,96,1017,0,-3, , 
2005 Ene 05,8:00,78,74,7.3,10.2,8.3,96,1017,0,-3, , 
2005 Ene 05,8:10,78,89,7.9,10.8,8.4,96,1017.2,0,-3, , 
2005 Ene 05,8:20,82,77,7.2,9.7,8.4,95,1017.2,0,-4, , 
2005 Ene 05,8:30,82,89,6.4,9.1,8.3,95,1017.2,0,-4, , 
2005 Ene 05,8:40,72,77,5.8,8.5,8.1,96,1017.2,0,-4, , 
2005 Ene 05,8:50,81,82,6.3,8.5,7.9,96,1017.2,0,-4, , 
2005 Ene 05,9:00,77,80,7,9.7,7.8,97,1017.2,0,-4,12.7,0
2005 Ene 05,9:10,80,78,7.1,8.5,7.8,96,1017.2,0,-4, , 
2005 Ene 05,9:20,80,83,6.6,9.7,7.7,96,1017.2,0,-4, , 
2005 Ene 05,9:30,86,82,6.1,7.4,7.6,96,1017.2,0,-4, , 
2005 Ene 05,9:40,86,88,6,7.9,7.5,96,1017.3,0,-4, , 
2005 Ene 05,9:50,86,85,6.2,8.5,7.4,96,1017.3,0,-4, , 
2005 Ene 05,10:00,86,85,5.8,7.9,7.3,96,1017.5,0,-4, , 
2005 Ene 05,10:10,87,79,3.6,9.1,7,96,1017.6,0,-5, , 
2005 Ene 05,10:20,76,80,6.9,9.1,7,97,1017.7,0,-4, , 
2005 Ene 05,10:30,85,93,7.9,10.2,7.1,96,1017.7,0,-4, , 
